tweets,polarity
kmrn temen2 adekku ada yg bilang gk mau sekolah di x karna video promosinya pake ai like okay?? wow?? didn t expect that ternyata byk gen alpha yg aware sm penggunaan ai yg tdk semestinya yh,2
masih aje ai ai anjeng. ilmuwan pekerja kreatif orang2 riset dan peneliti noh lu support. fufufafa bloon.,2
kerja bikin dokumen pakai ai itu sangat membantu misalnya improve writing karena bahasa inggris gw gak bagus2 amat.,1
se enggak kreatif dan males itu kah lo nder sampe bikin meme yg notabene templatenya bececeran tp malah make ai? boo loser,2
karena tandanya bagus buat animasi indonesia dan industri kreatif. apalagi sekarang gencar-gencarnya ai. animasi indonesia mulai dilirik dan banyak ph dan investor yang percaya untuk support produksi animasi. plus anak-anak bisa to,2
marah sama gpt dari kemarin minta dibikinin narasi hashimada ga jadi jadi,1
makanya yg embracing ai itu: - tech worker (trmsk sy) - product designers: branding logo website ui/ux designer - solopreneur yg ngoding dan nge-design produknya sendiri karena mereka lebih banyak porsi musingin solving business problems daripada creating the finest art .,0
ai generative art menimbulkan kontra karena diduga menggunakan konten pihak lain tanpa izin untuk melatih 'kemampuannya' dan dapat meniru style karya seni tertentu.,2
lagian si noxa juga bikin tung tung pure gegara gabut kan? lu tinggal ngetik prompt di gpt udah selesai. what efforts do you spend on that shit?,1
sebenernya gw adalah tim kontra terhadap ai apalagi di ranah industri kreatif so sad if they using an ai for that tbh,2
memang chat gpt tidak untuk seni y guys,2
hahh dunia ini gak sehitam putih itu jir wajar orang tebang pilih. ai can be beneficial but there is a clear copyright infringement in generative ai. wajar kalo gibran (wapres btw) di call out publicly masa gt aja gangerti ??,2
ya setuju. aku ga mendukung gambar tsb. ga pernah aku jadikan candaan. maka dari itu alangkah baiknya penggunaan ai segera diregulasi biar orang gak sembarangan pakai ai. sebagai pekerja kreatif aku berasa kok kesenggol ai. aku dukung kalau ai ma,2
pls pls pls get a life nangisin chat gpt tuh apasih,2
kondisi ekonomi contohnya nilai tukar idr-usd berpengaruh ke harga pasar termasuk kemampuan beli consumer-artist. alih-alih regulasi ai untuk edukasi malah promosi penggunaan ai sebagai karya final. kemarin sempat ramai ai photobashing oleh,2
ga mood ngajar krn gue 97% yakin murid w yg 1 ini pake gpt,2
kalo gaada chat gpt udah kelar idup aku sumpil. i love love love love chat gpt,1
selain itu saya sempat bikin video edukasi dan video layanan masyarakat yang semua saya lakukan terlihat susah. maka dari itu hargai seorang seniman dan beri apresiasi baik dari ucapan ataupun saran. jangan karena ada ai udah bilang bisa gantiin seniman.,2
beberapa teman saya yang dulu pengguna generative ai juga sudah mulai paham kalau itu do more harm than good. also masa sih mau pasaran bentuk dan style gambarnya sama banyak orang di seluruh dunia?,2
kalo software engineer ngoding dibantu ai apakah jadinya ai engineer?,0
pengingat harian untuk cek bio akun fanartist sebelum rp / rt agar tidak kecolongan memeriahkan karya generative ai,2
ada yg bikin pribis tp art nya hasil ai,2
ada ai kenapa harus sekolah ‚äçô∏è,2
baru nyobain ai untuk ngebantu ngoding bash script ditengah orang - orang yang udah pakai duluan saya baru nyobain ini mayan helpfull tapi tetep ga 100% bener ada command yang masih harus dimodif dikit biar jalan.,1
memasuki jam jam rawan bercerita dengam chat gpt.,1
belajar lagi nder sampe lu paham kalo ai itu banyak jenisnya dan yang dikecam itu ya manusia manusia nggak kreatif sok iye pake gambar colongan.,2
sekarang ai bisa ngoding ai mas mending jadi infra aja,0
melihat art shiki ryougi dicrossoverin pake outfit aerith. sayang banget pake ai prompter,2
ketika gak bisa ngandelin seseorang sebagai tempat bersandar yang nyaman lebih memilih curhat ke chat gpt adalah jalan ninjaku,1
curhat sama gpt senyaman itu emang,1
sekolah apaan sih ini posternya pake ai,2
chatan sama gpt asik bgt anjir i love you gpt,1
kalo aku judul udh dr dosen kak dan dosen jg ngasih bahan bacaan buat referensi bnyk dosen ku jg seneng diskusi dan available kapan pn mau bimbingan (selama beliau bisa) jd aku ga begitu kesusahan pake gpt buat bantu tipis2 wkwk awal keluar,1
cape banget sekarang banyak illust lucu yang ga kayak ai tapi begitu liat bio profilnya jengjeng generated digital illustration illustrations by generative ai,2
bisa jink bab 3 gausa joki deh aku masukin punya gpt dan allah,0
ai generated cuma based modelnya ga tahu siapa..,0
suara english announcer di bis transjakarta yang baru kayanya ai generated deh. wdym kampus youwin,2
24 publikasi?? bukan manusia dia ini?? lo chat gpt kan?,1
kalo mau konsisten peduli dengan legalitas sumber data hindari semua generative ai baik yang hasilnya gambar ataupun teks. model semacam gpt itu bisa keluarin jawaban karena nyolong semua teks di internet buat dia pelajari. ng,2
karna negara luar beda sama negara ini negara ini udah ada anak kreatif malah milih ai apa fungsi anak kreatif itu kalo kaya gitu? yang menang yang pake ai sedangkan hasil sendiri kalah,2
makin ke sini makin susah pake argumen kalau ai art kelihatan jelek. yg penting prinsip moral kita soal ai harus tegas ‚äç,2
dia promosi ai di tempat orang yang banyak bikin larya kreatif itu katanya yang dipamerin di hall itu ga ada yang pake ai tuh kerjaannya,2
ijazah hanya menandakan orang itu pernah sekolah bukan berfikir rg. klo ijazah aja gak ada mikirpun entah ke mana lantas kenapa dia bisa kepilih? jangan2 hasil pemilu nya buatan ai,2
ngeprompt untuk ngoding jadi bener-bener pure ngerjain logic dan lainya via otak sendiri. alasanya satu biar otak gak tumpul sama seperti ketika gw ketik ini biar otak tetap dipakai dan enggak bergantung banget dengan ai. ai itu udah hampir jadi,0
ai enthusiast kalau ga yapping generative ai keknya emang ga bisa yap apa apa soal bagusnya ai apaan padahal fungsinya buat bikin analisah data buat gempa / kesehatan ada,2
i m against generative ai ya entah itu buat ilustrasi suara atau apapun. but the way y all bullying others is so ugh bikin males njir,2
yg mempersamakan ai generative sama editor desainer sebagai cuma tool seperti g to . ai generative ini yg kerja 90% ya tool itu sedangkan adobe itu jelas lbh bnyk tanggung jawab desainernya lah. adobe g bisa bikin sendiri mayoritas desainer.,0
salah satu fitur photoshop adalah generative ai fill dan omupied akan selalu jadi tersangka jika dia tidak buka suara secara publik. satu solusi adalah menyuruh artist itu untuk membuat ulang key art yang berbeda dan merekam layar satu hari ha,2
yahh gblk.. disini dah tau pendidikan dasar aj ga beres upah buruh ga semua nurut ump hukum gajelas industrialisasi jg skip. ehh malah disuguhin ai tanpa aturan dri minim apresiasi malah makin ga dianggep aj tuh pekerja kreatif. semoga dirawa,2
film seperti ini harusnya di support penuh sama pemerintah ini beneran fresh look bangett stop using generative ai and start to appreciate your local artist! because we deserve it,2
ini yg survey gpt anjir bukan guaa,2
gpt sor,0
kerja ai,0
ada wapres yang menginstruksikan pembelajaran pake ai untuk anak sekolah..,0
coba ajak chat gpt pasti bakal jawab,1
makanya eman / sedih banget liat artist keren ngetrace apalagi aku nyembah karyanya yg ai art terus di edit itu tu.. kataku sama ribetnya ga sih? gataulah pola pikir org-org sesat itu,2
main twitter 1 jam cuman buat blokir2 in 157 homo muka jelek yang jadi polisi ai. gua juga gak suka ai yang nyolong karya org lain tapi seharusnya kalau ada yg salah itu di edukasi masalah ai ini bukan malah nyerang personal jelek lah miskin lah. di edukasi ajg bukan malah di,0
penggunaan ai ni okay saja tapi harus ada had. jangan sampai membunuh pemain industri kreatif itu sendiri. kalau memang terlibat dalam industri seni lagilah wajar dan perlu tahu tanggungjawab. n let's not start about quality. ai masih belum cukup mandiri untuk hasil tanpa cela.,1
sebab universiti sendiri galakkan penyediaan bahan kursus menggunakan generative ai untuk elak isu copyright. contoh gunakan gambar.,2
nitip di sd ada pelajaran ai dan ngoding? coba gurunya dulu dah di tingkatin kualitas dan kesejahteraanya kalo gurunya berkualitas otomatis nanti bisa menghasilkan murid yang berkualitas juga,0
yang w suka dari akun ini udah 2 kontennya punya caption yang layak jadi prompt ai generative image,1
indeed sd tuh harusnya dimantepin dulu fundamental logicnya lewat math. ga harus lgsg ngoding and ai. ya bener emg ada coding class buat anak sd tp itu additional ‚äçô∏è skrg 6+10 aja dijawab 60 gmn mau ngoding??,0
coba dalami nft ordinal bang peminatnya masih banyak ai generative art kalah laku dibanding art biasa,0
fyi aja yg dipermasalahkan terkait penggunaan generative ai di bidang seni sebagian besar terkait pencurian data aset (dalam hal ini karya seni) sbg bahan training tanpa izin (generative ai ga bisa buat apa2 tanpa contoh) bukan menolak perkemba,2
duh ai 'art',2
lu baca pertanyaan dan pernyataan menfessnya ga sih? ai menggantikan pekerjaan dan relevansi sekolah. asumsi dasarnya lu punya ai lu ga perlu sekolah lagi krn lu bisa belajar otodidak pake ai. lu mau jadi pengacara lulusan otodi,0
jadi hati-hati ya temen-temen. kalau orang tuanya belum terlalu paham hapenya bisa dibantu awasi. kalau bisa akun-akunnya diamankan pake verifikasi 2 langkah dll. terus lebih aware juga buat ngebedain ai dengan realita terutama edukasi ortu yang rentan kena berita hoax,0
tbh searching lebih ok karena penjelasannya lengkap apalagi twt ada batas huruf. jadi kalau ada waktu searching aja. super simple explanation machine learning generative ai ini generate data (image kata video voice dll) tapi generate ini has,0
&lt;&lt; pernah ngoding sehari bayar ai umr jogja,0
kalo make ai buat bantu mixing doang gimana? apakah hilangin noise butuh data hasil karya orang lain? permasalahan dari generative ai itu karena ai ini suka nyomot karya org,2
best bgt dah chat gpt,1
kalau ngoding pakai ai kok ngga serame ini yang bahas yaa,0
siapp kenapa gajadi chat gpt aja ? emang lu juga ada pasangan nya kah ? ( bertanya dengan nada lembut ),1
..memilah mana yg seharusnya dipake. kayaknya kemampuan nge prompt juga penting utk mendapatkan good result. kesimpulannya: ai code assist lumayan membantu pace ngoding. tapi jangan 100% plek ketiplek ngandelin itu. your fundamental knowledge matters guys!,0
gpt oh gpt kena disable,0
..iya..dan asli dari universitas chatgpt .. emang si chat gpt kalo kita tanya 2 setelah dia jawab pasti nawarin bikin ebook apa banyak prompt yg minta bikinin ebook ya bg,2
ai image detector sbenernya udah lama justru krn ini artist2 tau klo karya mereka dicolongin ama ai ampe demo protest di sosmed dulu itu skrng artist2 ini udah ada cara memproteksi art mreka biar anti ai,2
curhat sama meta ai ga seru. lebih seru sama gpt.,1
suka betul liat fanart jumbo. kreatif semua dan keren-keren. style unik-unik juga. sesuatu yang ai tidak bisa,2
stop ga iklan produk pake ai aku suka pake meta ai dan chat gpt tpi gtw kenapa klo liat iklan pake ai tuh msh belum bisa diterima aneh aja gitu kek ga natural huhuu,2
rill bgt kek ngerasa lu bner2 di ngertiin anjir. gue chattan ama chat gpt smpe nangis mewek2,1
setelah ngeliat orang orang ngoding pake ai dan coba sendiri setuju sama kakaknya percuma pake ai kalau ga tau dasarnya malah berakhir makin lama dan nyusahin orang lain,0
eh serius emang bikin geram bgt. gua barusan dapet rendah juga tapi udah males lah terserah njir. orang gua beneran ngerjain sendiri bukan pake ai. cape gua revisi-revisi mulu. ampe muak tulisan &amp; pemikiran gua dibilang ai generated.,2
(un)friendly reminder. bikin au/imagine pake ai itu termasuk generative ai. alias ngentot lu kek gabisa ngayal sendiri aja.,2
ga spesifik ke ai studio ghibli tapi pak miyazaki sendiri udah ngerasa gak suka sama art dari ai (cmiiw). coba googling aja nanti ngerti maksudnya. agak susah jelasinnya,2
akibat ngoding prompt ai doang coding machine round jadi kagok gak biasa,0
maksudnya lomba ngoding membuat ai kn bukan modal prompt generate doang?,0
sekolah kalau bisa disaat dalam kelas. jauh dari internet n app ai. otaknya tumpul. enga mau belajar. manual? otaknya mikir. kalau semua serba internet n ai. kapan cerdasnya. berlaku kelas 1 sampai kelas 9,2
berguna jugak eh ai photoshop. like im not a pro photoshop manipulator but that ai generative saved me ngl,1
gemini hanya menang di fitur nya saja dalam create video dan picture yang lebih real dan juga kelebihanny punya database google yang lebih lengkap dibanding yg lain. dalam segi intelektual ai nya ana masih pegang chat gpt top ti,1
ai ini harusnya buat artist iterate jauh lebih cepat. artist tinggal bikin ip masing2 iterate pakai creativity+ai untuk bikin karya. generative ai di early stage siapa tau ke depan kalau user mau generate sesuatu artist akan dapat royalti.,1
masuki dunia baru bareng : belajar ai &amp; coding dari hp naik level dan earn along the way. edukasi tapi fun. spark savings () biar stablecoin lo kerja pas lo tidur.,0
padahal ada ai yg bisa bikin seolah mata kita fokus kr kemera pdahal mah kita asli nya lahi baca gpt wkwkwk,1
lmao aku juga baru up nih di x terus dari tadi baca soal program wapres yg selalu dihina-hina. gila ya ndro hari gini kok semua program dari mbg sampai sekolah ai dihina-hina. akutuh enggak kuat sama udiknya mereka.. masak,0
ai pun udah dipakai kok dalam industri film daei jauh - jauh hari sebelum maraknya generative ai tapi fungsi mereka disini untuk mempercepat workflow bukan menggantikan pekerja itu sendiri dan lagi di ranah professional detail itu bener -,0
muka lu ai generated tolol,2
ada 2 case. dua duanya tentang ai yg masuk ke dunia job mereka. 1. ada orang yg ngaku pekerja seni dan art digital atau apalah itu mereka ngamuk ngamuk ke ai kalau pekerjaan mereka digantikan oleh ai. 2. seorang programmer p,0
bro belum tau budaya contek menyontek pura2 ke wc buka ai joki nyogok guru nyogok kepsek nepotism ortu guru/kepsek dll. kalo orang itu rank 1 di sekolah yg jujur cctv always on with face recognition and motion detect,0
terus nanti muridnya ngoding pake ai,0
tanya gpt aja grok mh gk jelas,1
nah gemini juga bagus. kadang aku pake itu buat compare jawaban dari gpt,1
eh ak gatau ya kalo gini beneran sakit apa engga. tapi kemrn ak cek kuning trus lgsg ak cek lg udah ijo. trus kata gpt tuh sbnr nya sistemnya lagi ga bisa ngebaca jadi belum tentu sakit bisa lagi error,0
sedih liat gambar¬≤ generative ai ghibli inspired ahh r.i.p. authenticity. staymadalienstaymad,2
sekarang aja banyak yg buat konten bilangnya programer ngoding tapi pake bantuan ai kalo desain grafis kayaknya udah gaperlu disebutin lagi,0
cape jg gue klo tiap bingung nanya chat gpt,1
cobain dah sama chat gpt,0
ai generative tuh selain pengambilan datanya ga transparan dan cenderung melanggar privasi mereka juga bias dalam memberikan hasilnya.,2
dan gua langsung kek woy chat gpt gua ga pernah nyari junhao ya di sana tapi kok mereka tau gua suka junhao?? luar biasa loh mana dikasih inspirasi anjir buat au,1
baru mulai sekitar 5 bulan make chat gpt dan ai lainnya. klo gw jawaban chatgpt gw logika kan lgi gw nalarin lagi klo ga make sense gw tolol2in tu chatgpt. sekarang make ai cuma untuk ngoding vba excel karena basic gw bukan progammer dan belajar t,0
jujur nanya canva bisaa buat ngoding gitu kah? soalnya ini kan undangan digital. si sender ngoding pake bantuan ai..,0
wah. sudah keluar sarkasnya. kecurigaan utama perkembangan ai adalah pendangkalan kemampuan berpikir guru dan siswa di sekolah. kita dicekoki dengan kalimat anak bisa mendapat pengetahuan lebih dari guru melalui si sebab guru.. .,2
