clean_content;polarity
kondisi cari validasi opini generative ai macem grok aja udah salah kaprah;negative
komen ken lawan ngapain sih bela ai generative tuh gak otak bela gibran udah biarin aja;negative
yg masalah ai generative ai krn sumber training data temp hyphen nya nyolong juta karya artists yg lindung copyright izin kompensasi yg atur regulasi ttg data;negative
hapenya nder hape keluar langsung galeri pake generative ai;neutral
ya emang generative ai bilang non temp hyphen ethical dataset utk trainingnya pake data original made kayak tulis gambar yg udh generik manusia ga etis ga payu;negative
copyright critical point arts gambar musik dll hasil abstraksi pikir guna generative ai art hapus aspek simpel user ai terima apa yg kasih mesin pu;negative
and folks this is why generative ai is bad sahaja timbul fitnah but also keluar bodoh org ii yg rentan socmed due to lack of knowledge;negative
film support penuh perintah beneran fresh look bangett stop using generative ai and start to appreciate your local artist because we deserve it;negative
sebenernya temen artist ok ai tools assist mentah pake fungsi generative content porsi tools assistive;positive
ribut etika hukum copyright generative ai nya mana generative ai encourage skrng bikin orang level ajar ga ajar fundamental industri;negative
yg shit generative ai maling karya orang internet tp ya org bego gak ngerti sih emang kwkw;negative
generative ai vs generic ai;neutral
ente nggak baca panas debat generative ai tabrak ai file management ai nyolong karya orang bikin deepfake kacau kata mah ente nggak bicara;negative
orang bilang jir haru banget nonton lookback jir blue period bagus banget dukung generative ai tuh kayak anime film tonton masuk mata puji doang gimana sih cerna kah;negative
nonton debat generative ai ni bikin sakit hati mbuhla jg ngga ngerti sakit hati segitunya emg kolot ga give in efisiensi krn bikin ya pake hati;negative
asa kesel realitanya ya kompetisi standard industri generative ai ai tools bikin konten;positive
ya disrupsi nama standar temp hyphen nya bagus generative ai utilisasi ai hasil kalo era jahit tangan vs mesin jahit collectibles ya;positive
ya generative ai yg dipake nyolong juta karya artists ngetrain ai temp hyphen nya generative ai yg etis yg datasetnya ngga nyolong chatgpt midjourney dall temp hyphen e nyolong karya izin kompensasi s;negative
ai generative art timbul kontra duga konten izin latih mampu tiru style karya seni;negative
kontra gena gin projectku bikin generative ai tuh gimana ya mo gmn lg yg acc dosen doang anjer;negative
generative ai is like a mirror if you re dumb you will become dumber but if you re smart it will amplify you to become smarter  orang bodoh pakai gena bodoh orang pintar pintar moga masuk golong orang pintar ya;positive
no generative ai is simply ass ai butuh regulasi dukung kembang khusus generative ai generate karya mesti;positive
my mom just discovery ai generative image trus nanya dek rekayasa ya bebek kaya;neutral
generative ai gen z alpha boomer millennials silah jelajah samudera ai gak anak it jago supervised unsupervised learning random forest dsb at the very minimum skill prompting;positive
ga anti ai anti generative ai seni ga sebut hasil genarative ai karya seni;negative
mal aidzin wal faidzin mari maaf kecuali - guna generative ai - buzzerp;negative
imo beda milik sampel suara vocaloid bayar suara dipake generate hasil generative ai pakai sumber sampel internet kadang questio;negative
palembang beli pempek mampir sebentar ampera abang none kakak adek selamat raya idulfitri ya maaf terima maaf orang kecuali guna jual hasil generative ai guna pasang iklan crypto amp judol elon musk;negative
cepat udah gue pakai generative fill photoshop kalo cepet rapihin background pakai ai bikin foto gue kayak ghibli engga nyolong style orang udh beda besar kerja bed;positive
bah berani qrt aja baca draftnya guna generative ai material copyrighted guna komersial anggap langgar hak cipta posting media massa anggap;negative
hot take disney lakuin the intended purpose nya generative ai bikin dataset karya banyak generative ai edar internet training kary;negative
bingung bgt ngasih tau old people generative ai ngeyel bgt jir;negative
orang ngebela generative ai alas ga jual eh kontil openai nyolong gambar ilustrator data train model ai ya jual subscription dongo lu pikir jual mie ayam;negative
lewat kawan temp hyphen kawan gausah fomo generative ai ghibla ghibli harga artis harga ilmu harga proses anti nyolong temp hyphen nyolong club;negative
rekap lini dekat lebaran ruu tni kecam ai generative image video hina argumen oknum alumni dkv its camp ambek parjo;neutral
pro kontra nya ai generative image cermin dalam pikir empati manusia;neutral
utas yg bagus singgung regulasi bahas sumber training data generative ai curi karya juta kreator izin kompensasi krn resah utama artists takut ganti;negative
ghibli tolol nonton filmya aja kaga lu pd bela ai generative image mati temp hyphen mati gausah ngehina gibran udah hina;negative
guna generative ai serius normalisasi dorong orang temp hyphen orang bayar artist tu;negative
salah ga nolak ai as tools tolak seniman hasil output generative ai klaim hasil karya seni abis makan karya dunia input reference;negative
yg pake generative ai kontol;negative
solusi generative ai ngehindarin spam pake api resmi x;neutral
gt generative ai data training dataset bayar ilegal - gt simpan memori- gt dataset olah model matematika- gt cipta karya seni;neutral
hasil brainstormingnya olah si tulis tulis sisi gw yg tuju guna generative ai tiru artstyle kelompok komersialisasi wadida;negative
grey doesn t mean black though gue gk dgan kontroversi etika infringement mslh ghibli negara jg debatable yg gue gk stuju klaim any generative ai teori disku;neutral
tinggal komis ur artist friend instead using generative ai image ga kah;negative
ngeliat orang nyari benar generative ai kocak banget sih lo kayak gitu lo bom ngerasain gondok kena layoff ganti gen ai i have;negative
semenjak isu kek gin cuat gw udah ga pake generative ai bikin gambar bikin puisi lagu gw tuang tulis tolong kalo gambar;negative
oke gw liat gimana orang tech industry excited ngenalin generative ai gambar gw coba bikin gambar random beda prompt;neutral
bang ai generative ai yakkk ai yg pake model ai computer vision face recognition deteksi wajah face;neutral
pro kontra generative ai ya inti tau batas aja sih pake ngga pake personal use aja gausah dipake engagement sampe endorse;neutral
fyi self driving tesla ai teknologi recommended movie temp hyphen nya netflix ai ai dri dar generative ai gambar ai pakai support kerja manusia manfaat;neutral
gt immortalize memories foto yg foto masuk generative ai;negative
kontradiktif guna ai takut generative ai robotic ai sadar guna ai sesuai takar dampak manusia tanya negara menggunalan ai masif;neutral
selamat pagi kecuali pakai generative ai moga gula darah h- portal dimensi virtual buka reveal model cannot wait to meet you guys;negative
generative ai prinsip kecuali yg training data public domain art in which case the creators are all probably long dead by now p;negative
poin mas ai lingkung udh dampak tingkat emisi karbon signifikan generative ai ya wajar diterusin aja udah tanggung serakah lanjut begin;negative
ai artist iterate cepat artist tinggal bikin ip iterate pakai creativity ai bikin karya generative ai early stage tau user generate artist royalti;positive
disandingin generative ai mana ainya tuh cipta gambar akan temp hyphen able to work like an artist kalo gitu disandingin able to work like ojek;negative
guna generative ai bijak sayang sulit jangkau orang temp hyphen orang serba instan ai generative ai image gen anggap jahat;neutral
what if generative ai yg pake dataset legal ngasih insentif karya yg pakai trainingnya;positive
edukasi aja perihal ai ai udah pakai industri film ai generative ai sebenernya bantu banget industri kreatif iya ai ganti artist ranah professional a;positive
guna generative ai art yg etis mass producing gambar wowo wiwi making out;negative
fundamental generative ai sih designer website maker sih kaya woocoomerce shopify certification gitu sih cari klien;positive
video hayao miyazaki generative ai art chatgpt yg studio ghibli ni x minggu amende la;negative
malaysians would give a blowjob to generative ai if they could curi hasil kerja org takde pulak fikir halal haram bab ni;negative
disalahin model image nya gak outpunya aja kayak argumen kakak kalo hasil nya beda gpp chatgpt adobe dll kalo argumen nyolong term generative ai asumsi nyolong;positive
gaboleh bikin generative ai bilang pecah belah bangsa bikin akun buzzer antem pake opini jelek;negative
usaha orang tua yg ngebedain gambar generative ai orang tua yg gak nganggep seni consumption;negative
hidup simpel tinggal - hindar guna generative ai - kontribusi khalayak luas dusta - jauh larang allah - dzolim niscaya sukses dunia akhirat;negative
tbh searching ok jelas lengkap twt batas huruf searching aja super simple explanation machine learning generative ai generate data image video voice dll generate has;neutral
ga buka bilang ga copyright image yg nemu ngetik keyword  emang ga lepas aja data curi kyknya nulis lengkap machine learning generative ai ex chatgpt;negative
so from your argument effort is the basis nak tentu curi curi ni effort ok effort curi im just tryig to understand not gonna perlekeh for me yes mudarat for using generative ai the bene;negative
etis nggaknya generative ai gantung sumber training data kalo yg emang data oleh izin buat turut ga kalo chatgpt midjourney dall temp hyphen e dll nyolong data tan;neutral
ai as a tool emang udah bantu bgt kacau generative ai langsung generate ga bikin udmsernya mikir;negative
malas bicara orang suka pake generative ai ghibli;negative
faham sibuk nak cakap kisah pasal ambik inspiration artist ajar fine art jugak takda tapu ai generative ni literally sebat artwork orang and olah i;negative
iya tinggal konteks indonesia mana profesi artistik kelas dua generative ai exacerbating;negative
jd keinget narsum yg jelasin blio desain bangun nulis prompt ai trus foto gedung hasil generative ai nya sketch ulang refine sisi narsumnya ngewakilin prodi gw bingung tuju bljr arsi utk;negative
mas pake generative ai serah mbok yo gak encourage orang temp hyphen orang gen temp hyphen ai kayak gin diri biar budaya instan kayak peduli proses karya;negative
ku optimis generative ai art eventually lupa hoomans cepet bosen kejar novelty but until we reach that day tololin yg suka sepelein years of hard work real artists;negative
tata bahasa generative ai emang rapi turut halus hasil manusia latih mampu bahasa asing buku sumber bagus ketimbang pakai platform chatgpt;negative
